ts_key,smape,category
IVECO_DAILY_Electric_BEV,0.0,<10%
IVECO_DAILY_Total,200.0,>40%
JAGUAR_E-PACE_All_Wheel_Drive,0.0,<10%
JAGUAR_E-PACE_Hybrid,0.0,<10%
JAGUAR_E-PACE_Total,0.0,<10%
JAGUAR_F-PACE_All_Wheel_Drive,66.66666666666666,>40%
JAGUAR_F-PACE_Hybrid,0.0,<10%
JAGUAR_F-PACE_Petrol,66.66666666666666,>40%
JAGUAR_F-PACE_Total,66.66666666666666,>40%
JEEP_AVENGER_All_Wheel_Drive,200.0,>40%
JEEP_AVENGER_Electric_BEV,200.0,>40%
JEEP_AVENGER_Hybrid,19.853027411360035,10-20%
JEEP_AVENGER_Petrol,11.315566830230813,10-20%
JEEP_AVENGER_Total,15.45414671254136,10-20%
JEEP_COMPASS_All_Wheel_Drive,200.0,>40%
JEEP_COMPASS_Hybrid,16.250035054969445,10-20%
JEEP_COMPASS_Total,13.096781822114329,10-20%
JEEP_GRAND CHEROKEE_All_Wheel_Drive,200.0,>40%
JEEP_GRAND CHEROKEE_Hybrid,200.0,>40%
JEEP_GRAND CHEROKEE_Total,200.0,>40%
JEEP_RENEGADE_All_Wheel_Drive,200.0,>40%
JEEP_RENEGADE_Hybrid,200.0,>40%
JEEP_RENEGADE_Total,97.68039125680069,>40%
JEEP_WRANGLER_All_Wheel_Drive,181.98389196258836,>40%
JEEP_WRANGLER_Convertibles,200.0,>40%
JEEP_WRANGLER_Diesel,66.66666666666666,>40%
JEEP_WRANGLER_Hybrid,200.0,>40%
JEEP_WRANGLER_Petrol,200.0,>40%
JEEP_WRANGLER_Total,200.0,>40%
KIA_CEED_Hybrid,52.06347797496546,>40%
KIA_CEED_Petrol,18.89341729056144,10-20%
KIA_CEED_Total,12.541971996218773,10-20%
KIA_EV3_Electric_BEV,4.493740197400519,<10%
KIA_EV3_Total,4.821376285367338,<10%
KIA_EV6_All_Wheel_Drive,56.40530879098914,>40%
KIA_EV6_Electric_BEV,12.32355008384961,10-20%
KIA_EV6_Total,11.971441850891402,10-20%
KIA_EV9_All_Wheel_Drive,172.3929646552206,>40%
KIA_EV9_Electric_BEV,66.67200081936492,>40%
KIA_EV9_Total,115.12249833800918,>40%
KIA_NIRO_Electric_BEV,200.0,>40%
KIA_NIRO_Hybrid,79.79236299610064,>40%
KIA_NIRO_Petrol,0.0,<10%
KIA_NIRO_Total,97.88190678292409,>40%
KIA_PICANTO_Petrol,15.331177690499068,10-20%
KIA_PICANTO_Total,11.2912876352388,10-20%
KIA_SONSTIGE_All_Wheel_Drive,200.0,>40%
KIA_SONSTIGE_Electric_BEV,200.0,>40%
KIA_SONSTIGE_Hybrid,200.0,>40%
KIA_SONSTIGE_Petrol,200.0,>40%
KIA_SONSTIGE_Total,200.0,>40%
KIA_SORENTO_All_Wheel_Drive,63.256975919414145,>40%
KIA_SORENTO_Diesel,118.89837985080777,>40%
KIA_SORENTO_Hybrid,200.0,>40%
